"id","time","DV","outcome"
"101",2.5,4.71706787164492,"1CMT_IV"
"101",3,4.59068079457864,"1CMT_IV"
"101",3.5,4.46768007821016,"1CMT_IV"
"101",4,4.34797498985507,"1CMT_IV"
"101",5,4.11810085657249,"1CMT_IV"
"101",6,3.9003799940138,"1CMT_IV"
"101",7,3.69416986799223,"1CMT_IV"
"101",8,3.49886191461515,"1CMT_IV"
"101",9,3.31387974430041,"1CMT_IV"
"101",10,3.13867744074504,"1CMT_IV"
"101",11,2.9727379498261,"1CMT_IV"
"101",12,2.81557155367917,"1CMT_IV"
"101",16,2.26572050207911,"1CMT_IV"
"101",24,1.46718833689848,"1CMT_IV"
"103",0,44.3070976931054,"1CMT_IV"
"103",0.5,38.848468902577,"1CMT_IV"
"103",1,34.0623424835462,"1CMT_IV"
"103",1.5,29.8658662295293,"1CMT_IV"
"103",2,26.1863953153253,"1CMT_IV"
"103",2.5,22.960234748942,"1CMT_IV"
"103",3,20.131536753285,"1CMT_IV"
"103",3.5,17.6513339902825,"1CMT_IV"
"103",4,15.476691891674,"1CMT_IV"
"103",5,11.8981474114599,"1CMT_IV"
"103",6,9.14703948464515,"1CMT_IV"
"103",7,7.03204695993857,"1CMT_IV"
"103",8,5.40608625662882,"1CMT_IV"
"103",9,4.15608268554087,"1CMT_IV"
"103",10,3.19510686087793,"1CMT_IV"
"103",11,2.45632934300022,"1CMT_IV"
"103",12,1.88837309798961,"1CMT_IV"
"103",16,0.659618213238527,"1CMT_IV"
"103",24,0.0804826572462623,"1CMT_IV"
"105",0,38.987618900792,"1CMT_IV"
"105",0.5,34.910043855122,"1CMT_IV"
"105",1,31.2589277397955,"1CMT_IV"
"105",1.5,27.989668746818,"1CMT_IV"
"105",2,25.0623298111161,"1CMT_IV"
"105",2.5,22.4411507418275,"1CMT_IV"
"105",3,20.0941113780274,"1CMT_IV"
"105",3.5,17.9925404324292,"1CMT_IV"
"105",4,16.1107652447172,"1CMT_IV"
"105",5,12.9170557427192,"1CMT_IV"
"105",6,10.3564496487978,"1CMT_IV"
"105",7,8.30344402504725,"1CMT_IV"
"105",8,6.65741494577694,"1CMT_IV"
"105",9,5.33768561895038,"1CMT_IV"
"105",10,4.27957217610758,"1CMT_IV"
"105",11,3.43121332314727,"1CMT_IV"
"105",12,2.75102846370301,"1CMT_IV"
"105",16,1.13680124639142,"1CMT_IV"
"105",24,0.194116948443609,"1CMT_IV"
"107",0,5.69432940010388,"1CMT_IV"
"107",0.5,5.5351515623165,"1CMT_IV"
"107",1,5.38042334137815,"1CMT_IV"
"107",1.5,5.23002035382957,"1CMT_IV"
"107",2,5.08382169319512,"1CMT_IV"
